,sitename,lat,long,H_in_situ,H_h_9,H_v_9,H_temp9,H_dca9,H_hv_9,I_crn_dca9,I_dca_temp9,I_hv_crn9,I_hv_dca_9,I_hv_temp_crn9,I_hv_temp_dca9,I_hvSM_given_Temp9,I_hvdca_given_Temp9,I_dca_givenhv9,U_h_9,U_v_9,S_9,R_9,Pear_R9,RMSE_9,vwc9km,H_h_36,H_v_36,H_temp36,H_dca36,H_hv_36,I_crn_dca36,I_dca_temp36,I_hv_crn36,I_hv_dca_36,I_hv_temp_crn36,I_hv_temp_dca36,I_hvSM_given_Temp36,I_hvdca_given_Temp36,I_dca_givenhv36,U_h_36,U_v_36,S_36,R_36,Pear_R36,RMSE_36,vwc36km,landcover,len
39,OK_Stillwater_2_W,36.12,-97.09,0.36607984046600944,0.36737541247566574,0.36026144239051966,0.34609915744898534,0.37927860726868906,0.5112666500382458,0.09523044918701218,0.0252094505883268,0.1011788939907674,0.11542802630904414,0.185518079150928,0.23708633082332797,0.14842958697387398,0.21187688023500106,0.12165830451428372,0.009954825244446852,0.011452846936769123,0.014969136506526592,0.07905121762130146,0.8099117786041601,0.07727608461271651,1.2736314126519914,0.3646992922554634,0.36233552647935807,0.3474494152707523,0.3777905626403808,0.49757824848423654,0.09990787214421692,0.02537134823285414,0.09987582791689864,0.11024055460709492,0.1828459905529305,0.23719067397012883,0.1463676739102116,0.21181932573727474,0.12695011936303408,0.009061654999489743,0.008450980660487994,0.014593229000618102,0.07813468994649908,0.8235320560579154,0.07706884805130448,1.1874948321909145,Grasslands,1529
40,ND_Medora_7_E,46.89,-103.38,0.3586193538863005,0.3588850673928363,0.3601699583498028,0.36587962306857147,0.37570605742221835,0.5181845060003374,0.07017672486228621,0.028901221080515516,0.08803364338739028,0.15255007731497794,0.17415178829977573,0.2713342055733927,0.14190623661295254,0.2424329844928772,0.11878412825841478,0.027388038007538,0.011363379096184373,0.014445302024516743,0.09935335818673893,0.7145425669801719,0.04804107667397698,0.520622538103432,0.3599232872896484,0.3663919210721139,0.3644136568126919,0.38240850832833473,0.5211369805846232,0.06910468604460207,0.030114879760418267,0.0882058857539616,0.1646289519719314,0.18203043407311092,0.27858440074619695,0.1485369305804598,0.24846952098577868,0.11395544877426533,0.03064078698133066,0.012809265003687287,0.016983949606299564,0.104194950380614,0.7168341217305061,0.048226560756574034,0.582454606135552,Grasslands,1151
41,CO_Cortez_8_SE,37.26,-108.5,0.32809091128454465,0.38931861729850564,0.38811568790240536,0.3783014448566901,0.38786875435407064,0.5547705215782033,0.03693348909199268,0.02251006496884078,0.07158047342777529,0.13599013138886673,0.16636399049318096,0.28893727444650974,0.13492641892349683,0.266427209477669,0.152947143057643,0.03412082578979528,0.01585337143100199,0.02133533416475883,0.06468060000331063,0.4512515422658043,0.07221175495610824,0.5778752020994822,0.3782956162371514,0.37771253976479835,0.37197873634545475,0.37663190065270064,0.5287618262018815,0.045646057521867234,0.016153592932761085,0.07496557075179433,0.1251093233935876,0.16240882012860947,0.2765613014961019,0.132104344591499,0.2604077085633407,0.15145197810251443,0.03225202512362019,0.011910162583740613,0.017987697936377722,0.06295943774984919,0.5465090301966852,0.07221650561007238,2.222551187031142,Grasslands,991
42,NV_Denio_52_WSW,41.85,-119.64,0.32542999833494585,0.3848042924954571,0.38558821080655226,0.3753731533401748,0.376187655206439,0.5291002150808237,0.06428786484663329,0.025449157784293464,0.07978058041720759,0.12944577627418896,0.16902248735266967,0.27630163122911044,0.14086948749950007,0.2508524734448169,0.14685585495492148,0.017350420978372555,0.008164494092419455,0.01372727996999637,0.09020358123340058,0.7219910986289955,0.043559708119033314,0.29315737163757577,0.3848275920234477,0.38475273016492606,0.37507391276256946,0.37823760384798405,0.5235792972987425,0.0663793463489798,0.025181774139374058,0.07975318948264976,0.128254198543875,0.16814408360398636,0.28404482012819743,0.13929384009780293,0.2588630459888234,0.15579062158432244,0.0175829584273912,0.008056702619483866,0.014284199950491697,0.08833033754650856,0.7272270358451387,0.04582956533394367,0.2862457696718114,Grasslands,1079
43,OK_Goodwell_2_E,36.6,-101.59,0.375916451253481,0.38357028065981424,0.3870997245389669,0.35125903743635356,0.3818379020443359,0.5699925348420649,0.045566654166286136,0.020344446718671416,0.0854319090459722,0.14084503619730648,0.17665877366540972,0.27474408182776244,0.15671622956773512,0.2543996351090909,0.13389904563045607,0.0406092958570909,0.02445468187172102,0.026832676955766008,0.04894838151272855,0.5425529924488857,0.08229364567116575,0.5232418959965803,0.3877816558415533,0.38168518790890077,0.3503934584989408,0.3774459944451178,0.5711942176749868,0.0434416934815276,0.017290211440382675,0.08929431239084318,0.14174921483891545,0.17831311780181025,0.2692461888352675,0.15759484960660658,0.2519559773948847,0.12749697399635196,0.04593543603687232,0.027733831184750687,0.029980822933644027,0.038099124683648636,0.503366888819931,0.08673906578406862,0.45507133991669063,Grasslands,1116
44,TX_Muleshoe_19_S,33.96,-102.77,0.3811164850803345,0.38085937621107246,0.3773786422172839,0.35713542793861863,0.380299155497786,0.5750381976420857,0.04456542396969643,0.016638194819969754,0.07850310915535841,0.1364285660325366,0.1685934736919682,0.2629676631890474,0.14489100936048782,0.24632946836907788,0.1265390971565108,0.05196570550020205,0.026599388128468487,0.032768031499199074,0.025095440904667005,0.471275430425496,0.10507914574403096,0.39802054970553424,0.3785974255381987,0.37850994586975834,0.35783313369968994,0.37386328808747515,0.5657591484420255,0.043481531154916375,0.013971095735663241,0.08264723373961769,0.13486959209356275,0.16878039457853067,0.26497213999381164,0.14547380005707666,0.2510010442581484,0.1301025479002489,0.04792299756358253,0.025734329896990087,0.0349023000814327,0.026309964551557437,0.46565170052308236,0.10666004418576477,0.4276798443241014,Grasslands,1143
45,CO_Dinosaur_2_E,40.24,-108.97,0.35452525464993845,0.3663612167885738,0.3738581876673632,0.37372304982730925,0.3832675495478905,0.5112384091201804,0.046997684084744695,0.036864147720354956,0.08095949856201434,0.12621123457918149,0.1597637743885626,0.26483262233495874,0.11730077477112683,0.22796847461460384,0.13862138775577715,0.024626336312176325,0.00829467424183801,0.013825299914327502,0.07946492411083954,0.5328094579139064,0.06917026887909554,0.33761435905389026,0.35708847551987194,0.3646244143550706,0.37367658578088325,0.3735103195291354,0.4936967478890837,0.05012478844396506,0.03217671170141534,0.0772334240939313,0.12403385957706103,0.15191616005155106,0.24939334404100943,0.11062176770444987,0.2172166323395941,0.1253594844639485,0.027397627865184015,0.0084271081120732,0.01488713055076446,0.07332199304903947,0.5584333648493722,0.06531745432318321,0.38676374761370924,Grasslands,876
46,OH_Wooster_3_SSE,40.76,-81.91,0.37164724880310457,0.36938859820315406,0.3485743987194623,0.30416123933891465,0.3939801146271876,0.5033444613398446,0.08056653570523653,0.04334643867809784,0.10605886133129283,0.13129929049968803,0.15572165920819492,0.21269472179771343,0.10952283649651834,0.16934828311961586,0.08139543129802551,0.008584478709092097,0.015968579675623512,0.013753696226098205,0.0929925358888741,0.769384868488291,0.10105892015385425,2.88522198367677,0.3594357647754557,0.3475453292025113,0.30387587286189444,0.38617744168804014,0.48531418698676,0.07891439795711264,0.04456871352868352,0.098125058595808,0.1353946596994542,0.1464369629234109,0.20865213768869795,0.10050072449665881,0.1640834241600143,0.07325747798924365,0.008045953095524,0.007658087317976542,0.013485587914304237,0.10620503137164941,0.7750624859643247,0.10188600965273381,3.298607803031102,Croplands,720
47,NM_Socorro_20_N,34.36,-106.89,0.32892314619786583,0.39107126660928115,0.38509521029383365,0.3701300516076665,0.4007527206326793,0.5704542357664666,0.019921240032871657,0.026667769617097603,0.06451679635691532,0.1181567989862411,0.1242875674849675,0.2392006821157988,0.09743339510613208,0.21253291249870115,0.12104388312955772,0.029067075954092816,0.019528841515346576,0.047165657634627475,0.02239522388217445,0.15343514712224238,0.03884493561169374,0.21570374571360074,0.39006780657956347,0.38110228430946663,0.3700815896337691,0.39342636926051683,0.5677692626079823,0.01923014057438477,0.02232970301193893,0.06597017733067223,0.12229236640751417,0.1271519889869459,0.23659244834258641,0.10070551734474903,0.21426274533064743,0.11430008193507213,0.025310313950337518,0.019878604193436747,0.05434997933679135,0.02275346892694856,0.15629252058947807,0.039102757345282645,0.2159145630137649,Grasslands,741
48,TX_Edinburg_17_NNE,26.53,-98.06,0.36407887388925714,0.3720240940466323,0.37548730330378877,0.38368479700215363,0.3649952278664876,0.5581698584497213,0.04686652212746245,0.018635044365709952,0.0758556081518611,0.12551792359200664,0.19261924302740774,0.27567851944958377,0.16870962125574307,0.2570434750838737,0.15016059585757713,0.03005903061235221,0.016338129076627406,0.016933672181537684,0.06218709172148923,0.6089589299399916,0.045033305523237886,0.9716803172572714,0.37340427408171856,0.3808390195395292,0.37784081740186354,0.364263949248248,0.547842722790698,0.04868829526745777,0.018099569924784786,0.07760458697354566,0.13208673992587483,0.18085825865437555,0.27144735173851564,0.15923984237240846,0.2533477818137308,0.1393606118126408,0.029892883706769624,0.01508965647071786,0.01864936913709586,0.06845483061129148,0.6063755434428282,0.053075389576361244,1.0785268693348098,Grasslands,1528
49,MO_Chillicothe_22_ENE,39.87,-93.15,0.36234552694820993,0.3663285512900331,0.359362037001444,0.339133002706859,0.3734342868859984,0.5166044650231348,0.06175055806800134,0.023313837346349953,0.07778420729331614,0.10531594682032364,0.15412498971571842,0.2076214299643706,0.1345517686785621,0.18430759261802054,0.10230548314404697,0.00949223058406315,0.01082937475645765,0.013206998012441823,0.0717873434673609,0.7387605362780227,0.10877102231121528,2.45897503007895,0.36601335861243683,0.3583968971407821,0.33887192903429575,0.3732660096707519,0.5096130230476079,0.06145096597455024,0.023157820787716776,0.07385300000823058,0.1092336277141771,0.1489795644813391,0.20861175784559616,0.12966873825055814,0.1854539370578795,0.09937813013141916,0.00954592645599267,0.009876295418660253,0.014278853606125186,0.07553255223339889,0.7357600890001854,0.1105561838780972,2.4762471653277576,Croplands,1408
50,NE_Whitman_5_ENE,42.07,-101.44,0.3529101450841395,0.35403659996246223,0.36019304377738287,0.3706606217008547,0.37760327408637706,0.5289527662435389,0.05633643121562826,0.027243901617424626,0.08633310058283794,0.1314129414778833,0.16904209230012068,0.2773125321913076,0.14226556059701378,0.25006863057388284,0.14589959071342407,0.03452217821299294,0.016913489511998975,0.018568876972277187,0.061408396780613855,0.5944274395660726,0.056840288934337985,0.525493945620705,0.35528861142507495,0.3529693679076472,0.36930162410340756,0.3805872248785439,0.522261641833397,0.054822840072775936,0.02898540176972697,0.08620969741199902,0.1335554123034376,0.17076431128205072,0.2775158662415401,0.14437300524589575,0.24853046447181343,0.14396045393810264,0.03431764672904263,0.018191672207494118,0.02026425701987817,0.06078183634702256,0.5892194639124062,0.05772016652861553,0.5272876150191015,Grasslands,1226
